timestamp,B_C2H6,B_C3H8,B_iC4H10,B_nC4H10
2020-05-01 00:00:00,5.0937664563868585,35.95107000195704,16.227134206744726,24.276306242087443
2020-05-01 00:30:00,5.100443268547614,35.940504375568736,16.226901848605156,24.292269542330896
2020-05-01 01:00:00,5.134802078684594,35.95477141841228,16.20128375318603,24.272845769944446
2020-05-01 01:30:00,5.126896290257955,35.918641538762216,16.156542707867448,24.262318690494006
2020-05-01 02:00:00,5.133771269385688,35.923391233206445,16.20275732886557,24.25732833169998
2020-05-01 02:30:00,5.123566589739427,35.92610036881998,16.22401385652848,24.261842266987586
2020-05-01 03:00:00,5.121960224171812,35.919768951488614,16.231235896867922,24.286894197208596
2020-05-01 03:30:00,5.112786956418917,35.89109977383932,16.19539858490025,24.29821870651118
2020-05-01 04:00:00,5.077765997516412,35.83327297308722,16.15039690454368,24.290245252268203
2020-05-01 04:30:00,5.08657254348771,35.82092893747108,16.164999202531888,24.27696472984836
2020-05-01 05:00:00,5.049711208277673,35.818854800127426,16.207533670989122,24.27983352291968
2020-05-01 05:30:00,5.014321312410299,35.818452536298196,16.194603698931022,24.283623626986437
2020-05-01 06:00:00,5.001163859516609,35.80924959152445,16.101086808657115,24.273020904478436
2020-05-01 06:30:00,5.001240621781357,35.78350268974397,16.005399193800717,24.25549790647703
2020-05-01 07:00:00,5.016733479561612,35.807365265348594,16.01924482496998,24.24272723703854
2020-05-01 07:30:00,5.003200884116152,35.84273933148015,16.01450752990522,24.21846381788437
2020-05-01 08:00:00,4.976416161629388,35.865989489193524,16.06062339777241,24.21103021533714
2020-05-01 08:30:00,4.944532237558444,35.87349140153692,16.080495802473106,24.21067929510982
2020-05-01 09:00:00,4.895175256280172,35.827212135035055,16.05221400274819,24.20348235116063
2020-05-01 09:30:00,4.901416608162345,35.83201305461378,16.106235695943294,24.202986512998116
2020-05-01 10:00:00,4.901266954506548,35.85813926349981,16.146862746070507,24.208348876244596
2020-05-01 10:30:00,4.904704970838172,35.88124255604332,16.148139082846907,24.208450011453728
2020-05-01 11:00:00,4.907593056315125,35.89576839294382,16.15437156326435,24.20993132414893
2020-05-01 11:30:00,4.888863172981113,35.87425032626453,16.11898027645153,24.20107941334718
2020-05-01 12:00:00,4.868686880992831,35.896256323116404,16.144992764207277,24.197588008033364
2020-05-01 12:30:00,4.815743602334497,35.9228329022702,16.176409852613475,24.217013393213172
2020-05-01 13:00:00,4.757293244870241,35.93305078638367,16.145667680749828,24.220062822138004
2020-05-01 13:30:00,4.781300004936034,35.89495448812239,16.080508911699138,24.20246810077085
2020-05-01 14:00:00,4.839724193950419,35.9072161687227,16.11896575243366,24.186107624566144
2020-05-01 14:30:00,4.879020522661243,35.929161583918784,16.144866523744707,24.178806028079727
2020-05-01 15:00:00,4.897755212517578,35.913791114774185,16.11222567471687,24.160063279799566
2020-05-01 15:30:00,4.920381928063235,35.8977160794825,16.131163616085555,24.157612172876814
2020-05-01 16:00:00,4.9276496751243695,35.857068583329095,16.106833819135552,24.160658015604866
2020-05-01 16:30:00,4.810411219350874,35.72929119972885,16.250956803391947,24.262862679517514
2020-05-01 17:00:00,4.586080205700451,35.459116645484414,16.556849146000943,24.56885730133159
2020-05-01 17:30:00,4.721742976923004,35.42043132674717,16.511320772884922,24.74100995019833
2020-05-01 18:00:00,4.966869759486242,35.43682929558035,15.908004319260444,24.41872230210998
2020-05-01 18:30:00,5.124008238452614,35.57269421479954,15.993055424365513,24.172681147225774
2020-05-01 19:00:00,5.19362122109339,35.71522158468218,16.057075600363916,24.033533457409497
2020-05-01 19:30:00,5.225226994033001,35.85877372999482,16.13532083791981,23.975193797435736
2020-05-01 20:00:00,5.23733818061546,35.97873694327319,16.228629939145286,24.01006856242802
2020-05-01 20:30:00,5.037982057816036,35.93458325514947,16.120259458103135,24.072299036249177
2020-05-01 21:00:00,5.1857510921950745,36.04499714065507,16.242958229080077,24.09019021612407
2020-05-01 21:30:00,5.03021290561243,35.991682278675995,16.1275734579625,24.124172129670043
2020-05-01 22:00:00,4.978866693036885,35.94699273611403,16.12212146852429,24.144772979209122
2020-05-01 22:30:00,4.967225639744511,35.91036184879162,16.122685713556198,24.156301851526784
2020-05-01 23:00:00,4.970351871858274,35.87965391038116,16.124113458744883,24.163670035980154
2020-05-01 23:30:00,4.975904840584821,35.853980744103566,16.12991948017291,24.17059122503509
2020-05-02 00:00:00,4.979627508195192,35.830183799798284,16.135171569416478,24.177231746331174
2020-05-02 00:30:00,4.98202219985397,35.807456343575694,16.138527465696274,24.183000193297747
2020-05-02 01:00:00,4.984309894951276,35.787227845244416,16.142094434930158,24.18857659013856
2020-05-02 01:30:00,4.985285150971129,35.769092736554875,16.147077429629597,24.19399241408999
2020-05-02 02:00:00,4.987419283746428,35.7547159688567,16.151980185947554,24.19829697145782
2020-05-02 02:30:00,5.026834037829543,35.660478512979765,16.226528572196006,24.22046940404554
2020-05-02 03:00:00,4.909718959080215,35.52675205261794,16.363938138827216,24.32542805839801
2020-05-02 03:30:00,4.787740253270437,35.602022139417144,17.009813510026678,24.74000630773486
2020-05-02 04:00:00,4.6739577172563145,35.69570061901377,16.956052020912846,25.09450764171222
2020-05-02 04:30:00,4.8307805465815665,35.553506293426075,16.409669173514246,24.891378051983835
2020-05-02 05:00:00,4.9118896379498835,35.40889816867596,16.053206118708264,24.558558495245208
2020-05-02 05:30:00,4.973399220828458,35.37010069442832,16.10201216236607,24.31748482603977
2020-05-02 06:00:00,5.007182824129691,35.38140419907401,16.133292920575688,24.156255142876557
2020-05-02 06:30:00,5.006381126439031,35.41371512639241,16.157969547100247,24.070330095334246
2020-05-02 07:00:00,4.983265090642483,35.45146580083972,16.12281014015356,24.024588018190705
2020-05-02 07:30:00,4.901708795772846,35.46966177229404,16.191912646593927,24.030138219388082
2020-05-02 08:00:00,4.851500369344821,35.56472207177324,16.27346505655138,24.04079611160006
2020-05-02 08:30:00,4.790742112010454,35.6520923807634,16.313364609429726,24.071378303979223
2020-05-02 09:00:00,4.79609878970388,35.73724900686134,16.335574878730245,24.113294248216114
2020-05-02 09:30:00,4.81594863581082,35.782103169337304,16.295947401634777,24.13700609329163
2020-05-02 10:00:00,4.814942640685918,35.73728713562558,16.24955712175652,24.175826825662227
2020-05-02 10:30:00,4.851869527956818,35.73990337075877,16.257804677499166,24.181690729395562
2020-05-02 11:00:00,4.869488649251431,35.74039153025952,16.229863579783398,24.169938154686534
2020-05-02 11:30:00,4.853078644623474,35.688765611128254,16.19801698856631,24.160684676378068
2020-05-02 12:00:00,4.878593886212648,35.712611582250105,16.27389205335858,24.159168323268368
2020-05-02 12:30:00,4.885823364785925,35.71032720716225,16.281750130068662,24.165803515350042
2020-05-02 13:00:00,4.882633294729873,35.67729724884502,16.242845153414436,24.158384379638854
2020-05-02 13:30:00,4.885992277008159,35.65652767582523,16.255440619560783,24.15672192036161
2020-05-02 14:00:00,4.88371127747707,35.66609795518877,16.27865212390815,24.14847554011709
2020-05-02 14:30:00,4.825733530003001,35.608968670556465,16.263306923766688,24.163090048052915
2020-05-02 15:00:00,4.834757000465397,35.61743419527339,16.298532709154227,24.162481423617585
2020-05-02 15:30:00,4.850039651579087,35.63631885832,16.29055345188312,24.15205402227501
2020-05-02 16:00:00,4.878851214066337,35.67738516537783,16.302089755530215,24.140914311732647
2020-05-02 16:30:00,4.888935260936875,35.71023821102409,16.302089755530215,24.13367349988011
2020-05-02 17:00:00,4.897779652134382,35.712399568404116,16.25434809235415,24.12369665749431
2020-05-02 17:30:00,4.7815993409179995,35.62610323270366,16.35343258419588,24.212597960621203
2020-05-02 18:00:00,4.476734151254582,35.24229210064007,16.468735787462883,24.453803369637093
2020-05-02 18:30:00,4.483218741530935,34.8992019075724,16.29583525579087,24.57434147588874
2020-05-02 19:00:00,4.648581576021532,34.787236507578804,16.09850321363334,24.49232202773124
2020-05-02 19:30:00,4.835715816396968,34.913051661211256,16.094030766575415,24.305072707145527
2020-05-02 20:00:00,4.963695711755637,35.12121170725429,16.132399899554656,24.142487423098085
2020-05-02 20:30:00,5.0282542472271645,35.32602730393134,16.17155066235329,24.041777601666197
2020-05-02 21:00:00,5.07852905459335,35.54103510755817,16.253333255178255,23.99790152641716
2020-05-02 21:30:00,5.106614407215188,35.75767894017386,16.343281267554353,23.99166098844446
2020-05-02 22:00:00,5.073253472776287,35.87959143978429,16.35344796233892,24.01644322991035
2020-05-02 22:30:00,5.050341303094447,35.97096373480346,16.387085860340285,24.051416375612007
2020-05-02 23:00:00,5.04728327316632,36.08990588763391,16.46416460539538,24.092457166797665
2020-05-02 23:30:00,5.008325102624379,36.14365227554568,16.437702814230807,24.12970843990059
2020-05-03 00:00:00,4.956817642579104,36.1373366101867,16.412793420773863,24.17006466226487
2020-05-03 00:30:00,4.940235541699913,36.15407284650141,16.468237269368174,24.211932492159665
2020-05-03 01:00:00,4.888650192596373,36.09906055469288,16.393294689637308,24.22683099401285
2020-05-03 01:30:00,4.891067196632735,36.10574832969601,16.400580752846288,24.21932651586549
2020-05-03 02:00:00,4.891913148045461,36.111098549698525,16.400580752846288,24.214448605069705
2020-05-03 02:30:00,4.891340144835999,36.13195120612346,16.3946158067485,24.204060804641678
2020-05-03 03:00:00,4.8061265992461575,36.067801167233846,16.362819700763843,24.230950336007332
2020-05-03 03:30:00,4.585576322793235,35.85811269970206,16.507045064451244,24.39502409969925
2020-05-03 04:00:00,4.4384881794160655,35.637250389109504,16.665978925725373,24.635845365623855
2020-05-03 04:30:00,4.537428207454814,35.556712895857416,16.496789275890187,24.70466988460298
2020-05-03 05:00:00,4.651319559312419,35.505069407208666,16.138069999497933,24.501464584055913
2020-05-03 05:30:00,4.745287923386008,35.57415274234144,16.142733228943627,24.308718328135583
2020-05-03 06:00:00,4.759706788613729,35.6247788186806,16.18850393503014,24.219690198706846
2020-05-03 06:30:00,4.837421656894422,35.719051922464004,16.177771916559113,24.16569248740813
2020-05-03 07:00:00,4.8690077518972075,35.78850313362108,16.210102790077816,24.15312196308348
2020-05-03 07:30:00,4.884226323385251,35.83809937696585,16.226300745148855,24.15719540817912
2020-05-03 08:00:00,4.891638472910854,35.86977451624126,16.226456771207427,24.16680759138425
2020-05-03 08:30:00,4.885498836274312,35.88243389759167,16.225801868955052,24.181239931057966
2020-05-03 09:00:00,4.879334415357045,35.89556735147316,16.211098722175596,24.18822361038186
2020-05-03 09:30:00,4.863285164815231,35.90593121509555,16.214257898093212,24.197808824639665
2020-05-03 10:00:00,4.878292279144917,35.908318779603064,16.23026775717313,24.215748785220587
2020-05-03 10:30:00,4.954434527597654,35.895551946394384,16.252681788965706,24.238070928101926
2020-05-03 11:00:00,5.029427801588502,35.86111209798711,16.247209513547762,24.260719723380966
2020-05-03 11:30:00,5.075166469767887,35.79035401413621,16.23730924259585,24.285879174073614
2020-05-03 12:00:00,5.117613292965913,35.69236907569882,16.22192823866102,24.302986675045517
2020-05-03 12:30:00,4.941084945996458,35.69848455485027,16.274156372613717,24.29754894957523
2020-05-03 13:00:00,4.877560709279371,35.700404943588055,16.27122777963929,24.295305105396594
2020-05-03 13:30:00,4.854626243237917,35.69978376946263,16.276419405411097,24.29633568341722
2020-05-03 14:00:00,4.85835194670402,35.70611774231015,16.26656435422488,24.290480234209006
2020-05-03 14:30:00,4.877062206965287,35.7208933727094,16.243247614545965,24.271883835297267
2020-05-03 15:00:00,4.911387780010399,35.74555803476487,16.198971362729772,24.239115123635514
2020-05-03 15:30:00,4.917400214256162,35.76583039974918,16.235017247236073,24.227339238953494
2020-05-03 16:00:00,4.909106538735679,35.77655797272533,16.26474039131924,24.232252999176144
2020-05-03 16:30:00,4.917195079245049,35.78688550743734,16.246175514545794,24.23385169926461
2020-05-03 17:00:00,4.922911538036617,35.79286372687836,16.2439931480906,24.236697498466278
2020-05-03 17:30:00,4.926261626311549,35.79539794623075,16.244599569281828,24.240497471966385
2020-05-03 18:00:00,4.934353148154365,35.79770687340584,16.235989056377406,24.24111560451721
2020-05-03 18:30:00,4.935216740148414,35.796583323843635,16.24402383794759,24.244542677969278
2020-05-03 19:00:00,4.936045898039474,35.79427031462225,16.248865348703248,24.24800584573075
2020-05-03 19:30:00,4.9404880614062225,35.7924378034143,16.244765020267245,24.24834790660188
2020-05-03 20:00:00,4.9426160307780025,35.78740707178173,16.245965299176454,24.249393147817095
